Longitude,Latitude,datetime,UHI Index,geometry,distancia_Bronx,distancia_Manhattan,air_temp,HR,wind_speed,wind_dir,solar_flux,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,LST,NDVI,NDBI,NDWI,SWIR_Diff
-73.90945333,40.81223667,2021-07-24 15:53:00,1.010815469,POINT (-73.90945333 40.81223667),0.5154741399619114,0.3569736617506766,27.003601593924614,47.434533864641544,3.0854980075942295,173.82940237211727,514.3357769756849,1177.0,1177.0,815.5,909.0,869.5,1802.0,1874.0,1960.0,1703.0,2030.0,2220.0,2304.0,40.97,0.3665,0.0622,-0.412,-84.0
-73.90947667,40.81216333,2021-07-24 15:53:00,1.010815469,POINT (-73.90947667 40.81216333),0.5148796225284513,0.3576631736203877,27.00324366427008,47.43441455475669,3.085945419662403,173.85132556345775,514.2361532218383,1177.0,1177.0,964.0,1115.0,1124.0,1328.0,1616.0,1662.0,1965.0,1860.0,2220.0,1910.0,40.25,0.197,0.1438,-0.2659,310.0
-73.90949333,40.81209333,2021-07-24 15:53:00,1.010815469,POINT (-73.90949333 40.81209333),0.5143188050085477,0.3582903808996867,27.00291362317846,47.43430454105948,3.086357971026928,173.87154058031945,514.1442917846707,1354.0,1354.0,1138.0,1364.0,1434.0,1900.0,1912.0,2058.0,1998.0,2078.0,2266.0,2270.0,40.25,0.2028,0.0481,-0.2878,-4.0
-73.90952167,40.81203167,2021-07-24 15:53:00,1.010815469,POINT (-73.90952167 40.81203167),0.5138086832816623,0.358917329956702,27.002595183636217,47.434198394545405,3.0867560204547306,173.8910450022818,514.0556594454133,1354.0,1354.0,1249.0,1427.0,1537.0,1900.0,1912.0,2058.0,1953.0,2078.0,2266.0,2270.0,40.47,0.1812,0.0481,-0.2445,-4.0
-73.90953,40.81198167,2021-07-24 15:53:00,1.010815469,POINT (-73.90953 40.81198167),0.5134123130013554,0.3593455323452277,27.002366880520892,47.43412229350697,3.0870413993488843,173.9050285680953,513.9921150783152,1354.0,1354.0,1249.0,1427.0,1537.0,1900.0,1912.0,2058.0,1953.0,2078.0,2266.0,2270.0,40.47,0.1812,0.0481,-0.2445,-4.0
-73.90954833,40.81194,2021-07-24 15:54:00,1.010815469,POINT (-73.90954833 40.81194),0.5130685389320491,0.3597645690614554,27.01864068979815,47.243371504825674,3.008526175321128,175.84784356385435,564.1689172656852,1354.0,1354.0,1111.0,1304.0,1369.0,1954.0,1950.0,1996.0,1712.0,2110.0,2266.0,2300.0,40.47,0.2097,0.0633,-0.2847,-34.0
-73.90956333,40.8119,2021-07-24 15:54:00,1.010815469,POINT (-73.90956333 40.8119),0.512741603367835,0.3601525572926104,27.01845780124265,47.24321355561865,3.0088171343866934,175.86039636925446,564.1378262112506,1354.0,1354.0,2200.0,2340.0,2432.0,1954.0,1950.0,1996.0,2776.0,2110.0,2266.0,2300.0,40.47,-0.07935,0.0633,0.0486,-34.0
-73.90958167,40.81186333,2021-07-24 15:54:00,1.010815469,POINT (-73.90958167 40.81186333),0.5124364638250953,0.36053330365360625,27.01828161808426,47.24306139743641,3.0090974257750362,175.87248894058015,564.1078750743247,1354.0,1354.0,2200.0,2340.0,2432.0,1954.0,1950.0,1996.0,2776.0,2110.0,2266.0,2300.0,40.47,-0.07935,0.0633,0.0486,-34.0
-73.9096,40.81181167,2021-07-24 15:54:00,1.012979184,POINT (-73.9096 40.81181167),0.5120154529430146,0.36102852553318376,27.018047480824666,47.24285918798494,3.009469916869851,175.8885592706707,564.0680717401931,1354.0,1354.0,1481.0,1707.0,1890.0,1954.0,1950.0,1996.0,2072.0,2110.0,2266.0,2300.0,40.47,0.078,0.0633,-0.1482,-34.0
-73.909615,40.81175333,2021-07-24 15:54:00,1.012979184,POINT (-73.909615 40.81175333),0.5115467372892997,0.36155642444681046,27.017793780015335,47.242640082740515,3.0098735317937857,175.90597237167478,564.024942602607,1354.0,1354.0,1137.0,1345.0,1431.0,1560.0,1657.0,1731.0,1608.0,1758.0,2266.0,1961.0,40.88,0.1255,0.1339,-0.2072,305.0
-73.90963167,40.8117,2021-07-24 15:54:00,1.012979184,POINT (-73.90963167 40.8117),0.5111147773114775,0.3620550503664348,27.01755642818662,47.24243509707026,3.010251136975831,175.92226333810012,563.9845927917255,1354.0,1354.0,1137.0,1345.0,1431.0,1560.0,1657.0,1731.0,1608.0,1758.0,2266.0,1961.0,40.88,0.1255,0.1339,-0.2072,305.0
-73.90964667,40.81164333,2021-07-24 15:54:00,1.012979184,POINT (-73.90964667 40.81164333),0.5106589713848202,0.36256987957354603,27.01730934927622,47.24222171073856,3.010644217060555,175.93922193604106,563.9425893769579,950.5,950.5,1654.0,1836.0,1919.0,1942.0,2058.0,2064.0,2154.0,2066.0,2352.0,2334.0,40.88,0.05847,0.06525,-0.1103,18.0
-73.90966167,40.81157833,2021-07-24 15:54:00,1.012979184,POINT (-73.90966167 40.81157833),0.5101387715022623,0.36314808557346734,27.017030158695643,47.24198059160078,3.0110883838932927,175.9583845622535,563.8951269782596,751.5,751.5,2036.0,2114.0,2304.0,1922.0,2344.0,2478.0,2320.0,2500.0,2464.0,2340.0,40.88,0.0793,-0.002832,-0.09796,124.0
-73.909675,40.81151,2021-07-24 15:54:00,1.012979184,POINT (-73.909675 40.81151),0.5095948018285628,0.3637422765202195,27.01674131828744,47.241731138520976,3.0115479027245273,175.9782095175439,563.8460241088648,751.5,751.5,2036.0,2114.0,2304.0,1922.0,2344.0,2478.0,2320.0,2500.0,2464.0,2340.0,40.88,0.0793,-0.002832,-0.09796,124.0
-73.90969333,40.81144167,2021-07-24 15:54:00,1.012979184,POINT (-73.90969333 40.81144167),0.5090449246934973,0.36436366813314336,27.016443282908707,47.24147374433025,3.012022049917965,175.99866558217505,563.7953580944804,751.5,751.5,1529.0,1548.0,1741.0,1922.0,2344.0,2478.0,2234.0,2500.0,2464.0,2340.0,41.38,0.231,-0.002832,-0.2368,124.0
-73.909705,40.81137667,2021-07-24 15:54:00,1.012979184,POINT (-73.909705 40.81137667),0.5085286567012663,0.36492285145568115,27.016170613776477,47.241238257352414,3.012455841719237,176.01738059988705,563.7490043420016,751.5,751.5,780.5,953.5,935.0,1174.0,2188.0,2544.0,2452.0,2650.0,2464.0,1830.0,41.38,0.4546,-0.01598,-0.531,634.0
-73.90971333,40.81132,2021-07-24 15:54:00,1.012979184,POINT (-73.90971333 40.81132),0.5080807261450417,0.36540001772666,27.01593640280255,47.24103598423857,3.0128284500868534,176.03345598946134,563.7091884764335,751.5,751.5,780.5,953.5,935.0,1174.0,2188.0,2544.0,2452.0,2650.0,2464.0,1830.0,41.38,0.4546,-0.01598,-0.531,634.0
-73.909745,40.81123,2021-07-24 15:54:00,1.012979184,POINT (-73.909745 40.81123),0.5073475750434556,0.3662589406011567,27.01553029770434,47.2406852571083,3.0134745263794565,176.06132956665655,563.640150609738,751.5,751.5,698.5,849.0,795.5,1174.0,2188.0,2544.0,2388.0,2650.0,2464.0,1830.0,41.72,0.4998,-0.01598,-0.5693,634.0
-73.909755,40.81120333,2021-07-24 15:54:00,1.012979184,POINT (-73.909755 40.81120333),0.5071295904998975,0.36651678900499696,27.015408853117904,47.240580373147274,3.0136677336760607,176.06966508145288,563.6195050300438,751.5,751.5,832.0,927.5,924.5,1124.0,1852.0,2144.0,2008.0,2166.0,2464.0,1664.0,41.72,0.3958,0.06946,-0.441,800.0
-73.90977,40.81116167,2021-07-24 15:54:00,1.015142899,POINT (-73.90977 40.81116167),0.5067898187007516,0.36691608577400503,27.015220342550375,47.24041756856623,3.01396763685168,176.0826037613153,563.5874582335634,751.5,751.5,832.0,927.5,924.5,1124.0,1852.0,2144.0,2008.0,2166.0,2464.0,1664.0,41.72,0.3958,0.06946,-0.441,800.0
-73.90978667,40.81111833,2021-07-24 15:54:00,1.015263105,POINT (-73.90978667 40.81111833),0.5064350851429091,0.3673372768390003,27.01502230003871,47.24024653185161,3.0142827044838754,176.09619667916147,563.5537910065801,751.5,751.5,863.0,1034.0,1024.0,1124.0,1852.0,2144.0,1674.0,2166.0,2464.0,1664.0,41.72,0.3494,0.06946,-0.4258,800.0
-73.90980833,40.81106,2021-07-24 15:54:00,1.015263105,POINT (-73.90980833 40.81106),0.505958574045333,0.36789974991341734,27.014757283276108,47.24001765373846,3.0147043220607332,176.11438646604876,563.5087381569388,751.5,751.5,863.0,1034.0,1024.0,1124.0,1852.0,2144.0,1674.0,2166.0,2464.0,1664.0,41.72,0.3494,0.06946,-0.4258,800.0
-73.909875,40.810865,2021-07-24 15:54:00,1.019590535,POINT (-73.909875 40.810865),0.5043723491052166,0.36974739725424466,27.013882645404784,47.23926228466777,3.0160957914014865,176.17441842903554,563.3600497188125,812.5,812.5,862.5,1001.5,939.5,1211.0,1618.0,1741.0,1726.0,1842.0,2212.0,1942.0,41.78,0.2698,0.1192,-0.3374,270.0
-73.9099,40.81081,2021-07-24 15:54:00,1.019590535,POINT (-73.9099 40.81081),0.5039176146370509,0.3703024581202107,27.0136246390923,47.23903946103426,3.016506255989527,176.1921270441196,563.3161886456905,812.5,812.5,862.5,1001.5,939.5,1211.0,1618.0,1741.0,1726.0,1842.0,2212.0,1942.0,41.78,0.2698,0.1192,-0.3374,270.0
-73.90992833,40.81075333,2021-07-24 15:54:00,1.02175425,POINT (-73.90992833 40.81075333),0.503446018576067,0.37088847554108373,27.013354122093908,47.23880583271746,3.0169366239415147,176.21069434719107,563.270200755964,812.5,812.5,1183.0,1213.0,1435.0,1854.0,2072.0,2110.0,1884.0,2192.0,2212.0,2314.0,41.78,0.2698,0.0236,-0.2815,-102.0
-73.909965,40.810705,2021-07-24 15:54:00,1.02175425,POINT (-73.909965 40.810705),0.5030289777477764,0.37145734083230175,27.013100300721003,47.23858662334996,3.01734043067113,176.22811572324017,563.2270511225706,812.5,812.5,1183.0,1213.0,1435.0,1854.0,2072.0,2110.0,1884.0,2192.0,2212.0,2314.0,41.78,0.2698,0.0236,-0.2815,-102.0
-73.90995167,40.81062833,2021-07-24 15:54:00,1.023917965,POINT (-73.90995167 40.81062833),0.5024521693430963,0.37196409187451596,27.012830333007656,47.23835346941571,3.01776992476054,176.24664532538333,563.1811566113023,812.5,812.5,1097.0,1277.0,1317.0,1444.0,1856.0,2098.0,1790.0,2058.0,2212.0,2008.0,41.56,0.2432,0.02644,-0.3132,204.0
-73.90991333,40.8106,2021-07-24 15:54:00,1.02175425,POINT (-73.90991333 40.8106),0.5022785217220819,0.37196613028070713,27.012792566761977,47.23832085311261,3.017830007424128,176.24923746315523,563.174736349536,812.5,812.5,993.5,1118.0,1195.0,1444.0,1856.0,2098.0,1955.0,2058.0,2212.0,2008.0,41.56,0.3047,0.02644,-0.357,204.0
-73.90974333,40.810515,2021-07-24 15:54:00,1.02175425,POINT (-73.90974333 40.810515),0.5018209411482466,0.37166533254247125,27.01278154992898,47.23831133857503,3.0178475342038964,176.24999361851096,563.1728634879266,812.5,812.5,1032.0,1169.0,1194.0,1276.0,1707.0,1900.0,1908.0,1962.0,2212.0,1956.0,41.56,0.2383,0.07587,-0.2961,256.0
-73.90966667,40.810495,2021-07-24 15:54:00,1.019590535,POINT (-73.90966667 40.810495),0.5017555543390502,0.3713902187128344,27.012847177095665,47.23836801658262,3.0177431273478037,176.24548920843384,563.1840201062632,1051.0,1051.0,793.0,964.0,894.0,1216.0,2146.0,2454.0,2120.0,2582.0,2490.0,2138.0,42.0,0.436,0.007282,-0.511,352.0
-73.90959167,40.81047333,2021-07-24 15:54:00,1.019590535,POINT (-73.90959167 40.81047333),0.5016748627413932,0.3711363714355207,27.01290341251665,47.238416583537116,3.0176536619053245,176.24162941362974,563.193580127831,1051.0,1051.0,793.0,964.0,894.0,1216.0,2146.0,2454.0,2120.0,2582.0,2490.0,2138.0,42.0,0.436,0.007282,-0.511,352.0
-73.90951833,40.810445,2021-07-24 15:54:00,1.019590535,POINT (-73.90951833 40.810445),0.5015402725483038,0.37094132523088463,27.012931088154716,47.23844048522453,3.0176096324811366,176.23972985847192,563.1982849863014,1051.0,1051.0,738.0,904.5,822.0,1216.0,2146.0,2454.0,2532.0,2582.0,2490.0,2138.0,42.0,0.4617,0.007282,-0.5376,352.0
-73.90944,40.81042333,2021-07-24 15:54:00,1.019590535,POINT (-73.90944 40.81042333),0.5014624943121087,0.37066777616427227,27.01299373839737,47.23849459225227,3.0175099616405503,176.23542977363516,563.2089355275527,1051.0,1051.0,799.5,1009.5,916.5,1208.0,2132.0,2362.0,2320.0,2552.0,2490.0,2192.0,42.0,0.401,0.02638,-0.494,298.0
-73.909385,40.8104,2021-07-24 15:54:00,1.019590535,POINT (-73.909385 40.8104),0.5013447782564429,0.37053629606000005,27.013006641537412,47.23850573587322,3.017489433917752,176.234544149023,563.2111290613602,1051.0,1051.0,590.5,751.5,652.0,1208.0,2132.0,2362.0,2818.0,2552.0,2490.0,2192.0,42.0,0.517,0.02638,-0.6,298.0
-73.909345,40.81038,2021-07-24 15:54:00,1.019590535,POINT (-73.909345 40.81038),0.5012355261499677,0.3704632030823478,27.01300442011681,47.23850381737361,3.017492967995978,176.234696619255,563.2107514198584,1051.0,1051.0,773.0,889.5,866.0,1208.0,2132.0,2362.0,2480.0,2552.0,2490.0,2192.0,42.0,0.4526,0.02638,-0.507,298.0
-73.90925333,40.81033333,2021-07-24 15:54:00,1.01742682,POINT (-73.90925333 40.81033333),0.5009781503588641,0.3703011076241265,27.012996251360555,47.23849676253866,3.017505963744576,176.23525729298026,563.2093627312939,1051.0,1051.0,773.0,889.5,866.0,1208.0,2132.0,2362.0,2480.0,2552.0,2490.0,2192.0,42.0,0.4526,0.02638,-0.507,298.0
-73.90922333,40.81030667,2021-07-24 15:54:00,1.019590535,POINT (-73.90922333 40.81030667),0.5008055788151498,0.37033311190486795,27.012949911450423,47.23845674170718,3.017579686328873,176.2384378959028,563.2014849465719,1051.0,1051.0,908.0,1100.0,1094.0,1278.0,2368.0,2684.0,2406.0,2766.0,2490.0,1990.0,42.0,0.4187,-0.03748,-0.4944,500.0
-73.90917333,40.81029333,2021-07-24 15:55:00,1.019590535,POINT (-73.90917333 40.81029333),0.5007585771982727,0.3701532186149268,27.029992786688897,47.04498918003335,2.9400144266222066,178.17555903161053,614.1997114675559,1051.0,1051.0,1262.0,1388.0,1503.0,1692.0,1892.0,2012.0,2208.0,2038.0,2490.0,2058.0,42.84,0.1835,0.10614,-0.2291,432.0
-73.90911833,40.81028,2021-07-24 15:55:00,1.019590535,POINT (-73.90911833 40.81028),0.5007170584443721,0.36994501094768883,27.030039679479316,47.04505951921897,2.9399206410413656,178.17192484035291,614.2015871791726,1051.0,1051.0,1262.0,1388.0,1503.0,1692.0,1892.0,2012.0,2208.0,2038.0,2490.0,2058.0,42.84,0.1835,0.10614,-0.2291,432.0
-73.909055,40.81026167,2021-07-24 15:55:00,1.019590535,POINT (-73.909055 40.81026167),0.5006458635608386,0.3697272255727285,27.03008333773702,47.04512500660553,2.939833324525952,178.16854132538063,614.2033335094809,1051.0,1051.0,1265.0,1441.0,1494.0,1692.0,1892.0,2012.0,1802.0,2038.0,2490.0,2058.0,42.84,0.1654,0.10614,-0.228,432.0
-73.90897833,40.81023833,2021-07-24 15:55:00,1.019590535,POINT (-73.90897833 40.81023833),0.5005503415665415,0.36947162630224895,27.030132277139018,47.045198415708526,2.939735445721959,178.16474852172593,614.2052910855608,1288.0,1288.0,1262.0,1403.0,1525.0,1359.0,1452.0,1478.0,1757.0,1554.0,2156.0,1931.0,42.84,0.02605,0.1865,-0.07886,225.0
-73.908895,40.81021833,2021-07-24 15:55:00,1.019590535,POINT (-73.908895 40.81021833),0.5004875866923733,0.36915310844432336,27.030204308280997,47.04530646242149,2.9395913834380045,178.15916610822265,614.2081723312399,1288.0,1288.0,1262.0,1403.0,1525.0,1359.0,1452.0,1478.0,1757.0,1554.0,2156.0,1931.0,43.28,0.02605,0.1865,-0.07886,225.0
-73.90871333,40.81017333,2021-07-24 15:55:00,1.02175425,POINT (-73.90871333 40.81017333),0.5003380650985725,0.36846698901270614,27.030356885117516,47.04553532767627,2.939286229764968,178.14734140339252,614.2142754047006,1288.0,1288.0,989.0,1102.0,1177.0,1258.0,1954.0,2148.0,2034.0,2180.0,2156.0,2018.0,43.28,0.3218,0.001859,-0.3696,138.0
-73.90862167,40.810155,2021-07-24 15:55:00,1.02175425,POINT (-73.90862167 40.810155),0.5002955718397304,0.36808716043097656,27.030449341401123,47.045674012101685,2.9391013171977542,178.14017604141296,614.2179736560449,1288.0,1288.0,715.0,994.5,944.5,1258.0,1954.0,2148.0,2892.0,2180.0,2156.0,2018.0,44.06,0.3672,0.001859,-0.5005,138.0
-73.90853667,40.81013833,2021-07-24 15:55:00,1.02175425,POINT (-73.90853667 40.81013833),0.5002581386007436,0.36773188596347595,27.03053635384895,47.045804530773424,2.938927292302096,178.13343257670624,614.2214541539581,1288.0,1288.0,1746.0,2060.0,1906.0,2512.0,2736.0,2820.0,2610.0,2806.0,2156.0,3050.0,44.06,0.1558,-0.1334,-0.2351,-894.0
-73.90847,40.81012667,2021-07-24 15:55:00,1.023917965,POINT (-73.90847 40.81012667),0.5002393713652822,0.3674423127088776,27.030609625878668,47.045914438817995,2.938780748242668,178.1277539944034,614.2243850351466,1288.0,1288.0,1512.0,1788.0,1767.0,2432.0,2798.0,2886.0,2452.0,2880.0,2156.0,2936.0,44.06,0.235,-0.1449,-0.3123,-780.0
-73.90843167,40.810125,2021-07-24 15:55:00,1.023917965,POINT (-73.90843167 40.810125),0.5002674830056643,0.36723831313487354,27.030669344334672,47.04600401650201,2.9386613113306557,178.1231258140629,614.2267737733869,1288.0,1288.0,1512.0,1788.0,1767.0,2432.0,2798.0,2886.0,2452.0,2880.0,2156.0,2936.0,44.06,0.235,-0.1449,-0.3123,-780.0
-73.90818333,40.81009667,2021-07-24 15:55:00,1.015263105,POINT (-73.90818333 40.81009667),0.5003111682348955,0.3660442632503558,27.030995801516326,47.04649370227449,2.938008396967348,178.0978253824847,614.239832060653,1356.0,1356.0,880.0,966.5,1065.0,1508.0,1578.0,1593.0,1243.0,1576.0,2238.0,2108.0,44.06,0.2448,0.1683,-0.2883,130.0
-73.9081,40.81007833,2021-07-24 15:55:00,1.015263105,POINT (-73.9081 40.81007833),0.5002562259978205,0.36570803509979033,27.03107476761858,47.04661215142787,2.9378504647628345,178.09170550955983,614.2429907047433,1356.0,1356.0,880.0,966.5,1065.0,1508.0,1578.0,1593.0,1243.0,1576.0,2238.0,2108.0,44.12,0.2448,0.1683,-0.2883,130.0
-73.90800833,40.81006,2021-07-24 15:55:00,1.01309939,POINT (-73.90800833 40.81006),0.5002094999602869,0.36532385081356666,27.031168215303577,47.04675232295536,2.9376635693928503,178.08446331397295,614.2467286121431,1356.0,1356.0,1481.0,1648.0,1672.0,1912.0,2076.0,2170.0,2011.0,2244.0,2238.0,2696.0,44.12,0.1367,0.01543,-0.1887,-458.0
-73.90791833,40.81004,2021-07-24 15:55:00,1.01309939,POINT (-73.90791833 40.81004),0.5001474373780844,0.36496080667061415,27.031253113500526,47.04687967025079,2.93749377299895,178.0778837037093,614.250124540021,1356.0,1356.0,1304.0,1495.0,1680.0,1912.0,2076.0,2170.0,2019.0,2244.0,2238.0,2696.0,44.12,0.1842,0.01543,-0.2493,-458.0
-73.90782333,40.810025,2021-07-24 15:55:00,1.01309939,POINT (-73.90782333 40.810025),0.5001287268110959,0.3645317984934259,27.031364200018245,47.04704630002737,2.937271599963505,178.06927449858583,614.25456800073,1356.0,1356.0,1348.0,1491.0,1734.0,2140.0,2274.0,2346.0,1975.0,2344.0,2238.0,3080.0,44.4,0.2229,-0.02356,-0.2703,-842.0
-73.907525,40.80997833,2021-07-24 15:55:00,1.010935675,POINT (-73.907525 40.80997833),0.5000689634867481,0.3631771334674997,27.03171559778891,47.047573396683376,2.9365688044221745,178.04204117135927,614.2686239115566,1322.0,1322.0,1394.0,1637.0,1977.0,2014.0,2076.0,2188.0,2220.0,2338.0,2116.0,2792.0,45.1,0.144,-0.01672,-0.2217,-676.0
-73.90740667,40.809905,2021-07-24 15:55:00,1.03269303,POINT (-73.90740667 40.809905),0.4996171671515528,0.36304033328972873,27.031664208284738,47.04749631242711,2.9366715834305226,178.04602385793274,614.2665683313895,1250.0,1250.0,1317.0,1452.0,1643.0,1788.0,1860.0,1910.0,1864.0,1963.0,1768.0,2358.0,45.1,0.1362,-0.0386,-0.1837,-590.0
-73.90739667,40.80987,2021-07-24 15:55:00,1.030529316,POINT (-73.90739667 40.80987),0.49935495802224183,0.3632398960881378,27.031559442137986,47.04733916320698,2.9368811157240287,178.0541432343061,614.2623776855194,1250.0,1250.0,1282.0,1443.0,1578.0,1788.0,1860.0,1910.0,1737.0,1963.0,1768.0,2358.0,45.2,0.1393,-0.0386,-0.1968,-590.0
-73.90739833,40.80982833,2021-07-24 15:55:00,1.030529316,POINT (-73.90739833 40.80982833),0.499029279975559,0.36355484815729044,27.031411297147677,47.04711694572152,2.9371774057046394,178.06562447105478,614.2564518859072,1250.0,1250.0,1282.0,1443.0,1578.0,1788.0,1860.0,1910.0,1737.0,1963.0,1768.0,2358.0,45.2,0.1393,-0.0386,-0.1968,-590.0
-73.90741167,40.80977667,2021-07-24 15:55:00,1.026201886,POINT (-73.90741167 40.80977667),0.4986143126425545,0.3640096445066139,27.0312081914768,47.0468122872152,2.9375836170463954,178.08136516054782,614.2483276590721,1250.0,1250.0,1237.0,1407.0,1491.0,1534.0,1510.0,1553.0,1569.0,1432.0,1768.0,2016.0,45.2,0.04932,0.06476,-0.1133,-248.0
-73.907465,40.80964333,2021-07-24 15:55:00,1.026201886,POINT (-73.907465 40.80964333),0.49752444027729636,0.3652910306570831,27.03065160838551,47.04597741257827,2.938696783228974,178.12450035012276,614.2260643354206,1250.0,1250.0,1222.0,1339.0,1508.0,1534.0,1510.0,1553.0,1423.0,1432.0,1768.0,2016.0,45.2,0.074,0.06476,-0.11926,-248.0
-73.90749167,40.80957167,2021-07-24 15:55:00,1.026201886,POINT (-73.90749167 40.80957167),0.49694068439172845,0.3659679443409428,27.030356108558824,47.04553416283824,2.939287782882347,178.14740158669093,614.214244342353,1250.0,1250.0,1126.0,1212.0,1352.0,1549.0,1479.0,1591.0,1389.0,1496.0,1768.0,1905.0,45.47,0.1351,0.05267,-0.1713,-137.0
-73.90751833,40.80950167,2021-07-24 15:55:00,1.028365601,POINT (-73.90751833 40.80950167),0.4963698375712772,0.3666324280761051,27.03006652813312,47.045099792199686,2.9398669437337577,178.16984406968308,614.2026611253249,1250.0,1250.0,1356.0,1458.0,1696.0,1549.0,1479.0,1591.0,1646.0,1496.0,1768.0,1905.0,45.47,0.04364,0.05267,-0.0797,-137.0
